QKEY,INTERVIEW_START_W154,INTERVIEW_END_W154,DEVICE_TYPE_W154,SVYMODE_W154,LANG_W154,SAMPSOURCE_W154,FORM_W154,X_GENDER_W154,FEELMOD_a_W154,FEELMOD_b_W154,CLOSEFRI_W154,GENFRIONE_W154,GENFRIMANY_W154,COMMFRI_a_W154,COMMFRI_b_W154,COMMFRI_c_W154,COMMFRI_d_W154,POSITIONW_a_W154,POSITIONW_b_W154,POSITIONW_c_W154,POSITIONW_d_W154,POSITIONM_a_W154,POSITIONM_b_W154,POSITIONM_c_W154,POSITIONM_d_W154,MENONLYWB_W154,WOMENONLYWB_W154,MENONLYSOC_W154,WOMENONLYSOC_W154,EMOSUPPFAM_a_W154,EMOSUPPFAM_b_W154,EMOSUPPFAM_c_W154,EMOSUPPFAM_d_W154,EMOSUPPOTH_a_W154,EMOSUPPOTH_b_W154,EMOSUPPOTH_c_W154,DIFF1_a_W154,DIFF1_b_W154,DIFF1_c_W154,DIFF1_d_W154,DIFF1_e_W154,DIFF2_a_W154,DIFF2_b_W154,DIFF2_c_W154,DIFF2_d_W154,DIFF2_e_W154,MASCSCALE_W154,FEMSCALE_W154,MASCFEM_W154,LEARNMAN_a_W154,LEARNMAN_b_W154,LEARNMAN_c_W154,LEARNMAN_d_W154,LEARNMAN_e_W154,LEARNMAN_f_W154,LEARNMAN_g_W154,LEARNMAN_h_W154,LEARNMAN_i_W154,LEARNWOMAN_a_W154,LEARNWOMAN_b_W154,LEARNWOMAN_c_W154,LEARNWOMAN_d_W154,LEARNWOMAN_e_W154,LEARNWOMAN_f_W154,LEARNWOMAN_g_W154,LEARNWOMAN_h_W154,LEARNWOMAN_i_W154,ROLES1_W154,ROLES2_W154,CHANGE1_a_W154,CHANGE1_b_W154,CHANGE1_c_W154,CHANGE1_d_W154,CHANGE1_e_W154,CHANGE1_f_W154,WHOBETTER_a_W154,WHOBETTER_b_W154,WHOBETTER_c_W154,WHOBETTER_d_W154,WHOBETTER_e_W154,WHOBETTER_f_W154,BOYS_a_W154,BOYS_b_W154,BOYS_c_W154,BOYS_d_W154,GIRLS_a_W154,GIRLS_b_W154,GIRLS_c_W154,GIRLS_d_W154,CHANGEMEN_a_W154,CHANGEMEN_b_W154,CHANGEMEN_c_W154,CHANGEMEN_d_W154,CHANGEMEN_e_W154,CHANGEMEN_f_W154,CHANGEMEN_g_W154,CHANGEWOM_a_W154,CHANGEWOM_b_W154,CHANGEWOM_c_W154,CHANGEWOM_d_W154,CHANGEWOM_e_W154,CHANGEWOM_f_W154,CHANGEWOM_g_W154,DEIAFFECT_a_W154,DEIAFFECT_b_W154,DEIAFFECT_c_W154,DEIAFFECT_d_W154,DEIAFFECT_e_W154,DEIAFFECT_f_W154,DEIAFFECT_g_W154,DEIAFFECT_h_W154,MASCPOSNEG_W154,MASCPOSGOODBAD_W154,MASCNEGGOODBAD_W154,VALUEMEN_a_W154,VALUEMEN_b_W154,VALUEMEN_c_W154,VALUEMEN_d_W154,VALUEMEN_e_W154,VALUEMEN_f_W154,VALUEMEN_g_W154,VALUEMEN_h_W154,MENACCEPT1_a_W154,MENACCEPT1_b_W154,MENACCEPT1_c_W154,MENACCEPT1_d_W154,MENACCEPT1_e_W154,MENACCEPT1_f_W154,MENACCEPT2_a_W154,MENACCEPT2_b_W154,MENACCEPT2_c_W154,MENACCEPT2_d_W154,TRANSGEND2MOD_W154,TRANSGEND11_W154,TRANSGEND12_W154,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_RELIGCAT1,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W154
201801120543,2024-09-04T19:26:02Z,2024-09-04T19:48:53Z,3,1,9,7,1,2,5,3,2,,3,1,1,2,1,3,3,3,3,3,3,3,4,2,2,,,1,6,6,1,1,5,5,2,2,2,2,2,1,1,1,1,1,5,1,-4,,,,,,,,,,1,1,1,3,1,6,1,5,2,1,1,2,2,3,2,2,2,3,3,3,3,1,3,,,,,2,2,2,2,4,3,5,4,4,4,4,4,3,2,2,4,2,5,6,5,1,1,6,1,6,6,1,1,,3,3,2,3,1,3,1,3,5,5,3,3,4,5,5,5,5,5,2,2,2,2,3,6,3,3,2,2,3,2,1,1,1,1,3,1,1,1,,1,1,1,1,2,4,2,1,2.5145166951941196
201801120593,2024-09-04T19:12:37Z,2024-09-04T19:28:14Z,1,1,9,7,2,1,4,2,2,,1,3,3,3,6,3,3,3,3,3,3,3,3,,,3,3,1,6,6,3,3,5,5,2,2,2,2,2,1,1,1,1,1,2,4,2,3,2,3,3,4,1,2,5,5,,,,,,,,,,3,3,3,3,3,3,3,3,1,2,3,3,1,3,3,3,3,3,,,,,3,3,3,3,3,3,4,3,3,2,3,3,3,3,5,5,3,3,3,3,3,3,3,,,3,2,2,3,2,2,2,3,5,3,4,4,4,4,3,5,5,1,2,2,2,2,3,6,3,4,1,2,4,2,1,1,1,1,1,1,1,3,1,1,1,1,4,1,2,2,2,1.0787092055776237
201801120625,2024-09-04T19:09:10Z,2024-09-04T19:36:17Z,1,1,9,7,2,2,3,2,2,,1,2,1,3,3,3,3,2,3,3,2,3,3,,,2,2,3,6,6,3,3,5,5,2,2,2,2,1,2,2,1,1,,4,2,-2,,,,,,,,,,4,5,1,3,3,5,3,5,3,3,2,1,1,1,1,1,3,3,3,2,3,1,1,2,2,2,2,,,,,2,1,2,3,2,1,3,1,2,1,2,1,1,2,3,3,3,1,3,3,3,3,3,,,2,1,2,2,2,2,2,2,5,5,4,2,4,4,3,4,4,3,2,2,2,2,3,6,3,3,2,2,4,2,1,2,2,1,1,1,1,2,,2,3,1,4,3,1,2,2,0.2161267797631578
201801120973,2024-09-04T21:04:52Z,2024-09-04T21:27:47Z,1,1,9,7,1,2,2,2,2,,4,3,2,3,5,3,3,3,3,3,3,3,3,2,2,,,5,5,2,2,3,4,3,2,2,2,2,2,2,1,1,1,2,3,4,1,,,,,,,,,,5,3,3,3,3,3,5,3,3,2,2,1,2,2,2,1,2,1,2,3,99,3,3,,,,,3,3,3,3,4,2,4,4,4,4,4,2,2,2,4,4,2,4,4,4,2,2,2,2,3,3,2,,2,1,2,2,1,2,1,2,1,3,3,2,3,3,4,2,4,4,2,2,2,2,1,3,6,3,2,2,1,6,2,1,1,1,1,3,12,3,1,,1,2,1,1,3,2,2,1,1.2428415293204116
201801120993,2024-09-05T10:55:08Z,2024-09-05T11:16:17Z,1,1,9,7,2,2,3,4,3,,,,,,,5,5,5,5,5,5,5,5,,,2,3,6,6,6,6,5,5,3,1,1,2,2,1,,,1,1,,4,3,-1,,,,,,,,,,6,4,4,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,3,3,3,3,3,3,2,4,3,3,3,3,3,4,4,3,3,3,6,6,2,2,6,6,6,6,3,,,3,3,3,2,3,2,2,3,5,4,5,3,3,4,2,4,3,4,1,2,1,2,3,6,2,3,2,3,2,2,1,1,1,1,4,1,1,1,,1,2,1,1,3,99,2,1,1.1050667049389058
201801121079,2024-09-05T14:23:43Z,2024-09-05T14:26:16Z,1,1,9,7,1,2,2,1,2,,3,4,3,3,4,3,4,3,4,3,3,4,3,4,2,,,3,2,4,3,2,4,4,1,1,1,1,1,,,,,,3,2,-1,,,,,,,,,,2,3,3,2,4,3,4,1,2,1,1,1,3,1,1,1,1,2,2,2,3,2,1,3,1,1,1,,,,,3,2,3,3,3,2,3,4,4,3,3,1,2,4,2,3,3,4,3,1,3,3,1,1,,2,1,2,1,2,3,1,1,4,4,4,4,3,3,3,2,3,4,2,1,2,1,2,3,3,1,2,1,5,2,1,1,1,1,1,12,3,1,,1,2,3,6,3,1,2,2,1.5029203933979125
201801121112,2024-09-04T18:04:32Z,2024-09-04T18:13:01Z,1,1,9,7,1,2,3,2,1,1,,2,1,1,1,3,4,3,3,2,3,4,3,3,3,,,1,5,5,1,2,4,4,1,2,2,2,1,,1,2,2,,3,3,0,,,,,,,,,,2,5,3,2,4,3,5,3,2,2,2,2,3,3,2,1,3,3,3,3,3,3,3,3,2,3,3,,,,,5,3,2,5,2,3,3,2,3,4,3,2,2,3,3,3,2,3,3,3,3,3,1,3,,2,1,1,2,99,2,1,2,5,5,4,3,3,4,1,2,3,4,2,2,2,1,3,6,2,2,2,2,4,2,1,1,1,1,1,1,1,4,1,1,2,3,2,3,2,2,1,1.6057672577450532
201801121461,2024-09-03T19:31:30Z,2024-09-03T19:40:35Z,1,1,9,7,2,2,5,2,2,,1,3,3,5,6,3,3,3,2,3,3,2,3,,,1,1,1,5,6,6,3,5,4,1,1,1,1,1,,,,,,5,3,-2,,,,,,,,,,3,4,3,2,5,6,5,6,4,2,2,3,3,3,3,3,3,1,3,3,3,3,3,,,,,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,1,2,,2,1,1,2,3,2,1,2,5,5,4,3,4,3,3,3,4,3,2,2,2,1,3,6,3,2,2,2,4,2,1,1,1,1,1,10,3,2,,2,3,1,9,3,1,2,3,1.1678279985291085
201801121610,2024-09-05T07:37:00Z,2024-09-05T07:49:54Z,3,1,9,7,2,1,5,2,2,,4,2,1,2,6,3,3,3,3,2,2,3,3,,,1,1,1,2,2,2,2,5,2,2,2,2,2,2,2,1,2,2,2,2,4,2,3,1,3,2,3,5,4,5,2,,,,,,,,,,2,3,3,3,2,2,3,3,3,3,3,3,3,3,,,,,3,3,3,3,5,4,3,5,4,3,4,2,1,1,3,2,1,2,5,3,2,2,2,2,3,3,3,,,2,3,2,2,1,2,2,2,2,5,3,2,4,4,2,2,2,2,1,1,1,1,3,6,1,2,1,1,5,2,1,1,1,1,3,10,3,2,,2,4,1,9,5,1,2,3,1.2663223689939698
201801121705,2024-09-08T07:49:29Z,2024-09-08T07:52:27Z,1,1,9,7,1,2,4,4,3,,,,,,,3,4,4,4,4,5,4,4,3,2,,,4,4,1,3,5,5,4,2,1,2,2,1,1,,1,2,,5,3,-2,,,,,,,,,,3,2,2,2,2,2,3,2,3,2,2,1,1,3,1,2,1,3,1,1,1,1,3,,,,,3,2,1,1,4,2,4,3,2,1,3,3,3,5,1,5,3,2,3,4,4,3,3,5,3,4,2,,1,1,2,1,2,1,2,1,1,2,2,2,3,1,1,2,4,2,2,2,2,2,1,3,6,2,1,2,3,1,2,1,1,1,1,5,2,2,3,2,2,3,2,6,2,3,1,2,2.003626349972654
201801122174,2024-09-13T12:06:26Z,2024-09-13T12:19:10Z,3,1,9,7,1,1,5,1,2,,2,3,3,3,6,4,4,3,3,3,4,3,3,3,3,,,1,2,2,2,4,5,4,2,2,1,2,2,1,1,,1,2,1,5,4,3,1,2,3,4,4,3,5,4,,,,,,,,,,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,,3,3,3,3,3,3,3,3,5,4,4,3,3,4,2,2,5,3,2,2,2,1,3,6,2,4,1,2,4,2,1,2,2,1,1,1,1,2,,2,3,1,8,3,2,2,2,0.234738231443131
201801122698,2024-09-04T19:23:50Z,2024-09-04T19:40:18Z,1,1,9,7,1,1,5,1,2,,2,6,1,4,2,5,4,1,1,4,4,2,2,2,2,,,1,2,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,5,4,1,1,2,2,5,1,1,5,5,,,,,,,,,,1,1,3,3,3,3,1,3,3,3,3,3,1,3,2,2,2,2,,,,,3,2,3,3,3,3,3,2,2,1,3,4,1,3,3,3,3,3,3,3,3,3,2,,2,2,2,2,1,2,2,2,2,5,5,4,2,3,5,4,5,5,5,2,2,2,2,3,6,3,3,1,3,2,2,1,1,1,1,1,1,1,1,,1,1,1,9,2,2,2,2,1.7431533396586831
201801122896,2024-09-05T04:36:51Z,2024-09-05T04:45:11Z,1,1,9,7,1,1,3,2,3,,,,,,,3,3,2,1,3,4,2,3,6,6,,,1,6,6,3,2,5,3,2,1,1,2,1,2,,,1,,3,3,0,3,1,1,3,2,6,3,5,2,,,,,,,,,,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,3,3,3,3,1,1,1,2,1,3,1,3,1,1,3,2,1,1,6,6,6,6,6,6,6,6,1,2,,2,3,1,2,1,2,1,2,3,1,3,5,2,1,3,3,5,3,1,1,2,1,3,6,2,2,1,2,3,2,1,1,1,1,1,10,3,2,,2,4,1,5,4,2,2,2,1.491145196038549
201801123280,2024-09-04T20:44:04Z,2024-09-04T21:03:31Z,3,1,9,7,2,1,5,2,2,,2,5,3,3,6,3,4,3,3,5,5,2,3,,,4,3,2,6,6,3,4,5,5,2,1,2,2,1,2,,1,1,,2,5,3,2,3,6,4,5,6,6,6,6,,,,,,,,,,2,2,1,3,1,1,1,2,1,2,3,3,1,3,,,,,2,3,2,2,3,3,2,3,4,3,3,3,3,2,3,4,2,2,4,3,2,2,2,2,4,4,3,,,2,3,1,3,1,2,3,2,5,5,5,4,3,5,3,4,3,4,1,2,2,1,2,3,2,4,1,1,5,2,1,1,1,1,1,9,3,3,2,2,4,1,9,4,2,2,2,1.5104950886200739
201801123391,2024-09-05T07:29:18Z,2024-09-05T07:40:21Z,1,1,9,7,1,2,4,2,2,,2,5,2,3,2,2,3,3,2,4,4,2,1,1,1,,,2,5,5,4,1,5,2,2,2,2,2,1,1,1,2,2,,4,2,-2,,,,,,,,,,4,5,2,3,4,5,5,4,3,2,2,1,1,3,1,1,3,3,3,3,3,1,3,1,3,1,1,,,,,3,3,3,3,3,3,2,3,3,2,3,4,3,2,3,2,2,2,2,2,3,3,1,3,,2,3,1,3,1,2,3,2,4,5,4,2,4,4,1,2,1,4,1,1,2,1,2,3,2,3,2,1,6,2,1,1,1,1,1,12,3,2,,2,4,1,9,4,2,1,3,1.1992557086141493
201801123819,2024-09-04T18:51:04Z,2024-09-04T19:00:03Z,1,1,9,7,1,2,3,3,1,1,,1,1,1,1,2,3,3,4,4,3,3,4,1,1,,,1,2,4,3,2,4,3,2,2,2,2,1,2,1,2,2,,4,2,-2,,,,,,,,,,6,4,2,2,2,6,5,1,2,2,2,1,1,3,1,1,3,1,1,3,3,1,1,3,3,3,3,,,,,2,2,2,2,3,2,3,2,1,3,3,3,2,2,3,3,2,2,2,2,2,2,3,,,3,3,3,3,3,3,3,3,4,4,4,2,4,3,2,3,2,3,2,1,2,1,2,3,1,1,2,1,6,1,1,1,3,1,6,2,2,2,,2,4,3,6,4,1,2,2,0.3748858805191728
201801123822,2024-09-04T21:07:35Z,2024-09-04T21:15:14Z,1,1,9,7,2,1,4,2,2,,3,5,3,3,3,3,4,1,2,5,5,3,3,,,2,1,3,5,5,4,3,4,2,1,2,1,2,1,,1,,2,,3,3,0,4,2,3,4,2,4,4,4,1,,,,,,,,,,2,2,1,1,1,3,1,1,3,3,3,3,3,3,,,,,3,3,3,3,3,3,4,3,4,3,4,2,2,2,3,2,2,4,3,2,2,2,6,6,6,6,1,3,,2,1,1,2,1,2,1,2,3,2,4,3,2,2,3,4,4,4,1,1,1,1,2,3,1,2,1,1,6,2,1,1,1,1,1,1,1,2,,2,4,1,8,5,1,1,2,1.592931598650771
201801123858,2024-09-04T19:08:58Z,2024-09-04T19:42:59Z,1,1,9,7,1,2,4,3,2,,1,2,2,3,2,3,4,3,3,3,3,3,3,2,2,,,6,1,6,2,2,3,3,2,2,2,2,1,1,1,2,2,,5,2,-3,,,,,,,,,,2,2,1,1,3,6,6,3,2,3,3,1,1,1,1,1,1,3,3,3,3,3,3,,,,,2,2,2,2,3,3,4,3,2,2,3,3,3,4,3,2,2,3,6,6,6,6,6,6,6,6,3,,,2,2,1,2,2,2,2,2,4,4,5,3,4,4,2,2,3,2,1,1,1,1,2,3,1,3,2,3,2,2,1,1,1,1,5,1,1,2,,2,4,1,1,4,2,2,1,1.3185732529248573
201801124081,2024-09-05T19:57:11Z,2024-09-05T20:13:50Z,1,1,9,7,2,1,4,3,2,,1,3,3,4,3,5,3,2,4,2,5,4,2,,,1,4,6,4,6,4,2,4,2,2,2,2,2,1,1,1,1,1,,2,4,2,4,1,3,2,4,3,4,5,4,,,,,,,,,,1,1,2,2,1,2,3,3,99,2,2,2,1,3,2,1,2,3,,,,,3,3,4,4,5,4,3,3,1,1,4,2,1,3,4,3,2,2,2,2,2,2,2,,2,2,3,2,1,3,1,3,3,4,3,3,3,4,4,2,3,1,2,1,1,2,1,2,3,2,3,1,2,4,2,1,1,1,1,4,2,2,1,,1,1,1,9,2,1,2,3,1.0325521412409306
201801124869,2024-09-05T09:56:57Z,2024-09-05T10:10:59Z,1,1,9,7,2,2,4,2,2,,2,3,2,5,6,3,2,1,2,2,2,2,2,,,2,2,1,6,2,2,1,5,4,1,2,2,2,1,,1,1,2,,5,2,-3,,,,,,,,,,3,4,3,2,4,6,4,5,4,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,,,,,3,3,3,3,2,3,2,3,2,2,3,2,2,2,4,2,2,2,2,2,2,2,1,3,,2,3,1,2,1,2,3,2,5,5,4,2,3,5,1,4,4,3,2,1,2,1,2,3,2,3,2,1,5,2,1,1,1,1,1,2,2,2,,2,3,1,9,3,2,1,3,1.6374719448546333
201801124941,2024-09-07T13:12:10Z,2024-09-07T13:29:16Z,1,1,9,7,2,2,4,2,2,,2,3,1,3,1,4,4,3,3,4,4,2,2,,,3,3,1,2,3,3,1,4,4,2,1,2,2,1,2,,1,2,,4,3,-1,,,,,,,,,,4,4,3,3,3,6,4,6,3,3,3,1,3,3,1,1,3,1,2,1,3,1,2,,,,,3,3,3,3,2,3,4,3,2,3,4,3,2,1,3,2,2,3,6,6,6,6,6,6,6,6,1,3,,3,3,3,2,3,3,3,3,4,4,4,3,4,4,3,4,3,3,2,2,2,1,3,7,3,2,2,2,3,2,1,1,1,1,1,1,1,1,,1,2,1,9,3,1,2,3,1.1481946465950446
201801125137,2024-09-04T18:56:11Z,2024-09-04T19:07:39Z,1,1,9,7,2,1,4,3,2,,3,4,2,3,5,3,4,3,2,3,3,4,3,,,3,3,3,4,2,3,3,5,4,2,2,2,2,2,2,1,1,1,2,1,5,4,4,2,4,3,4,3,4,4,4,,,,,,,,,,1,1,2,1,1,1,2,1,3,2,2,2,1,3,3,1,2,2,,,,,3,3,4,4,2,1,3,4,1,1,5,5,1,4,3,1,1,1,1,1,1,1,2,,2,2,3,2,3,2,3,3,3,2,3,4,3,4,3,5,5,5,2,2,2,2,1,2,3,1,2,1,2,3,2,1,2,2,1,6,1,1,3,1,1,1,1,3,2,1,1,1,0.15144532390134888
201801125187,2024-09-04T18:40:22Z,2024-09-04T18:49:55Z,1,1,9,7,1,2,2,5,1,2,,2,2,2,6,3,3,3,3,3,3,3,3,6,3,,,6,6,6,4,3,5,3,2,2,2,2,2,1,1,1,1,1,5,3,-2,,,,,,,,,,6,3,3,3,5,5,6,6,4,1,2,3,3,3,3,3,3,3,3,3,2,1,3,1,2,2,2,,,,,3,3,2,2,3,3,4,3,3,4,2,3,3,4,5,5,5,5,5,5,5,5,1,1,,2,3,1,2,3,2,3,2,5,5,5,2,5,5,2,3,3,2,2,2,1,1,2,3,1,3,2,3,2,2,1,1,1,1,6,2,2,1,,1,1,3,4,2,1,2,2,1.4162021110155976
201801125732,2024-09-04T18:08:31Z,2024-09-04T18:21:16Z,1,1,9,7,1,1,3,1,2,,3,4,3,5,5,2,3,2,3,2,3,2,4,2,1,,,2,6,6,4,3,5,3,1,1,2,2,1,,,2,2,,3,3,0,1,6,3,4,3,3,5,3,2,,,,,,,,,,2,2,1,1,1,1,1,3,1,2,2,1,1,2,1,2,1,2,,,,,4,3,4,3,2,3,4,3,1,1,3,1,1,1,3,3,2,2,2,2,2,2,1,2,,2,1,1,2,1,2,1,2,3,4,4,2,3,4,2,2,2,3,1,2,2,1,2,3,2,1,1,1,5,2,1,2,2,1,1,1,1,2,,2,3,1,9,3,1,2,3,0.6011303886029483
201801125784,2024-09-05T11:56:55Z,2024-09-05T12:30:51Z,3,1,9,7,2,2,5,3,2,,3,6,2,3,4,5,5,3,3,5,5,3,3,,,6,6,1,6,6,2,2,99,99,99,99,99,99,99,,,,,,4,2,-2,,,,,,,,,,1,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,,,,,2,4,2,3,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,99,,,99,99,99,99,99,99,99,99,99,99,99,3,3,3,2,5,3,2,2,3,,1,2,3,3,4,2,3,2,2,1,1,1,1,1,1,1,3,99,9,9,3,99,99,2,2,99,1.3447907310717369
201801126057,2024-09-06T04:50:43Z,2024-09-06T05:06:21Z,1,1,9,7,2,2,5,2,3,,,,,,,2,3,2,3,2,3,3,3,,,2,2,1,1,1,1,4,5,3,2,1,2,2,1,1,,1,1,,4,2,-2,,,,,,,,,,1,3,3,1,6,6,5,5,5,3,3,1,1,1,1,1,3,1,2,3,3,1,3,,,,,3,1,3,3,2,3,3,3,2,3,3,3,2,2,3,2,2,3,5,4,1,1,2,1,2,2,3,,,2,3,3,1,3,2,3,2,3,4,3,4,4,3,2,2,4,4,2,2,2,1,2,3,3,3,2,2,4,2,1,1,1,1,1,1,1,1,,1,1,1,9,1,1,2,3,1.1890574254196284
201801126200,2024-09-05T08:20:35Z,2024-09-05T08:41:07Z,1,1,9,7,1,1,4,3,2,,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,,,2,6,6,2,2,3,2,2,2,2,2,2,2,1,2,2,1,3,5,2,2,6,6,3,6,6,6,3,5,,,,,,,,,,2,2,2,2,1,3,2,3,1,2,3,1,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,6,6,6,6,6,6,6,6,3,,,3,1,1,1,1,2,1,2,3,4,5,4,4,4,3,4,4,2,1,1,1,1,2,3,3,4,1,3,2,2,1,1,1,1,1,12,3,2,,2,4,1,2,5,2,2,1,1.3726253247610851
201801126340,2024-09-04T21:11:08Z,2024-09-04T21:35:46Z,1,1,9,7,1,1,5,1,2,,1,5,5,2,5,3,3,3,3,3,3,3,3,2,2,,,1,6,6,3,3,5,4,2,2,2,2,2,1,1,1,1,1,2,5,3,2,3,4,3,5,6,2,5,5,,,,,,,,,,3,3,3,3,1,2,1,1,1,2,3,2,1,1,2,2,2,2,,,,,3,3,2,4,3,3,3,4,2,2,4,2,2,2,5,6,6,6,6,6,6,6,3,,,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,5,5,3,2,2,2,2,2,3,1,4,1,1,6,2,1,1,1,1,1,1,1,1,,1,1,1,9,2,2,2,3,1.558676372386019
201801126667,2024-09-04T19:37:21Z,2024-09-04T19:51:30Z,1,1,9,7,2,2,3,2,2,,2,2,1,5,2,3,5,4,4,3,5,4,4,,,2,2,1,1,6,2,2,4,1,1,2,2,2,1,,1,2,2,,4,2,-2,,,,,,,,,,1,3,2,4,5,5,3,3,3,2,3,1,1,1,1,1,1,1,3,3,3,1,3,3,2,3,3,,,,,1,3,2,3,1,3,2,2,2,2,3,1,2,2,3,3,3,3,3,3,3,3,2,,2,2,2,3,2,3,3,3,2,4,4,3,2,3,4,2,3,3,3,2,1,2,1,3,6,3,2,2,3,2,2,1,1,1,1,1,1,1,3,1,1,1,1,9,2,1,2,2,1.3114522505483415
201801126816,2024-09-04T18:08:34Z,2024-09-04T18:24:51Z,1,1,9,7,2,2,3,2,1,1,,3,1,1,1,3,4,1,2,2,3,3,2,,,3,3,6,1,6,2,1,5,5,2,2,1,2,1,1,1,,2,,4,3,-1,,,,,,,,,,2,4,3,5,5,5,2,5,5,2,2,1,3,1,3,2,3,1,3,3,3,1,3,,,,,2,2,2,2,3,4,4,4,3,3,4,3,3,3,5,4,2,4,3,3,2,2,3,2,2,2,3,,,3,1,3,2,1,2,3,3,4,5,5,2,5,5,2,3,2,5,1,1,1,1,2,3,3,3,2,3,2,2,1,1,1,1,3,1,1,3,2,2,4,1,6,4,1,2,2,1.1930645317737887
201801127552,2024-09-04T20:23:16Z,2024-09-04T20:40:52Z,1,1,9,7,2,2,3,3,2,,2,3,1,2,2,3,2,4,4,2,2,4,4,,,1,1,1,6,6,3,3,5,5,2,2,1,2,1,1,1,,1,,5,3,-2,,,,,,,,,,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,1,3,3,3,1,3,,,,,3,3,3,3,2,3,4,4,2,3,5,1,1,1,2,1,2,2,5,4,1,1,2,2,3,4,2,,2,2,2,2,2,2,1,2,2,3,2,2,3,2,3,2,4,5,3,2,1,1,1,2,3,3,3,2,2,3,1,1,1,3,1,1,11,4,3,1,1,1,1,7,2,1,2,2,0.17610236519739914
201801127589,2024-09-07T10:40:10Z,2024-09-07T10:59:42Z,3,1,9,7,2,1,5,2,2,,2,3,2,2,6,1,1,3,5,5,5,2,2,,,3,3,4,6,6,6,1,5,3,2,2,1,2,2,2,1,,1,1,3,5,2,5,6,6,5,6,6,5,5,5,,,,,,,,,,2,2,1,1,1,1,3,3,1,3,3,3,1,3,2,2,1,2,,,,,2,3,4,3,2,3,2,2,3,2,3,2,2,2,3,2,2,2,3,2,3,3,1,3,,2,3,1,2,2,2,3,2,4,5,5,2,2,5,2,4,4,2,2,3,,1,2,3,2,4,1,3,2,2,1,1,1,1,1,1,1,2,,2,3,1,3,3,2,1,2,1.3677270071807361
201801127614,2024-09-04T19:08:14Z,2024-09-04T19:21:28Z,3,1,9,7,1,1,3,4,3,,,,,,,3,5,3,3,3,5,4,4,2,2,,,6,3,3,4,4,5,4,2,2,1,2,1,2,1,,2,,2,5,3,6,2,2,3,3,3,3,5,3,,,,,,,,,,2,2,1,1,3,3,1,2,3,3,2,3,1,3,2,3,3,2,,,,,4,4,4,4,4,3,4,2,1,2,4,3,2,3,4,2,2,2,2,2,2,2,3,,,2,1,3,2,1,2,1,2,5,4,4,3,4,2,3,1,4,4,2,2,2,1,3,5,1,2,1,1,6,2,1,1,1,1,6,2,2,3,2,2,3,1,9,3,2,2,3,1.4591782435583558
201801127720,2024-09-04T18:03:25Z,2024-09-04T18:13:32Z,3,1,9,7,2,2,5,1,2,,2,1,1,1,1,3,3,2,2,3,3,2,2,,,1,1,1,1,1,3,1,5,2,2,2,2,2,2,1,1,1,1,1,5,3,-2,,,,,,,,,,1,1,1,1,1,6,1,5,4,2,3,1,1,1,1,1,1,1,3,3,3,3,3,,,,,2,2,2,2,4,3,2,5,2,3,5,3,3,2,5,4,2,5,5,5,5,5,5,5,5,5,1,1,,2,2,2,2,2,2,2,2,5,5,5,1,4,4,1,5,3,3,2,1,2,1,2,3,99,3,2,2,4,2,1,1,1,1,1,1,1,1,,1,1,1,9,2,1,2,3,1.1884458917627263
201801127790,2024-09-05T15:26:04Z,2024-09-05T15:34:49Z,1,1,9,7,2,2,4,2,1,1,,3,2,5,6,2,1,4,3,3,4,3,3,,,3,3,1,5,5,5,3,5,3,2,99,2,2,1,2,,99,1,,4,2,-2,,,,,,,,,,3,5,3,2,2,2,5,5,2,2,2,2,1,2,3,2,1,1,3,3,3,3,3,,,,,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,6,6,6,6,5,6,6,6,1,3,,2,1,1,2,3,2,1,2,4,5,5,3,5,5,3,3,3,3,2,2,2,1,2,3,2,3,2,1,5,1,1,5,3,1,1,1,1,3,2,2,3,1,9,3,1,2,2,0.10225499321271976
